osm_id,name,category,city,phone,alasan
5217967121,Tritan Point,company,Bandung,,duplikat entitas (nama/telepon sama)
3207441967,Tupperware,company,Denpasar,,duplikat entitas (nama/telepon sama)
1333439210,UD Tirta Kencana,works,Semarang,,duplikat entitas (nama/telepon sama)
873115067,United Tractors,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
12608985068,Upperclicks,advertising_agency,,+62 813 1193 3191,duplikat entitas (nama/telepon sama)
34334670,WTC Mangga Dua,mall,,+62 21 30018888; +62 21 30018887,"kategori mall (properti, bukan perusahaan)"
4150989116,WTC Mangga Dua Side Entrance,mall,,,"kategori mall (properti, bukan perusahaan)"
812921901,Wang Plaza Kedoya,mall,,,"kategori mall (properti, bukan perusahaan)"
893617913,Warehouse Blibli Bandung,warehouse,Bandung,,duplikat entitas (nama/telepon sama)
839531922,Wings Surya,industrial,Surabaya,,duplikat entitas (nama/telepon sama)
1156199167,Wisma Bakrie,company,,,nama cocok pola noise (gedung/pemerintah/service center)
121129250,Wisma Budi,company,,,nama cocok pola noise (gedung/pemerintah/service center)
13741826002,Wisma Lumbini,company,,,nama cocok pola noise (gedung/pemerintah/service center)
558959127,XL Axiata,telecommunication,Semarang,,duplikat entitas (nama/telepon sama)
13452623262,XL Center,telecommunication,Sidoarjo,,pola kantor cabang/gerai (bukan pengambil keputusan)
449495897,YKK,industrial,Cikarang,,duplikat entitas (nama/telepon sama)
6274289689,YKK,company,,,duplikat entitas (nama/telepon sama)
476228744,djarum,works,Kudus,,duplikat entitas (nama/telepon sama)
4443683984,graha str building,company,,,nama cocok pola noise (gedung/pemerintah/service center)
13764007601,hp Service Point,company,,,pola kantor cabang/gerai (bukan pengambil keputusan)
347262012,pabrik Tahu,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
447356391,pabrik tahu,industrial,Jakarta,,duplikat entitas (nama/telepon sama)
1214257348,perusahaan,company,Purwakarta,,duplikat entitas (nama/telepon sama)
1473355484,rungkut,industrial,Kudus,,duplikat entitas (nama/telepon sama)
780563902,ÆON Mall,mall,,+622150959888,"kategori mall (properti, bukan perusahaan)"
498717449,Élysee,mall,,,"kategori mall (properti, bukan perusahaan)"
